"","GO.ID","Term","Annotated","Significant","Expected","classicFisher","set"
"680","GO:0009725","response to hormone",130,1,0.05,"0.0512","Module_45"
"681","GO:0010033","response to organic substance",136,1,0.05,"0.0535","Module_45"
"682","GO:0006952","defense response",146,1,0.06,"0.0573","Module_45"
"683","GO:0042221","response to chemical",157,1,0.06,"0.0615","Module_45"
"684","GO:0016192","vesicle-mediated transport",168,1,0.07,"0.0657","Module_45"
"685","GO:0050896","response to stimulus",1182,2,0.47,"0.0716","Module_45"
"686","GO:0006886","intracellular protein transport",198,1,0.08,"0.0771","Module_45"
"687","GO:0034613","cellular protein localization",212,1,0.09,"0.0824","Module_45"
"688","GO:0070727","cellular macromolecule localization",212,1,0.09,"0.0824","Module_45"
"689","GO:0046907","intracellular transport",235,1,0.09,"0.0910","Module_45"
"690","GO:0051649","establishment of localization in cell",235,1,0.09,"0.0910","Module_45"
"691","GO:0015977","carbon fixation",7,1,0.01,"0.012","Module_46"
"692","GO:0000105","histidine biosynthetic process",9,1,0.02,"0.015","Module_46"
"693","GO:0006547","histidine metabolic process",9,1,0.02,"0.015","Module_46"
"694","GO:0009396","folic acid-containing compound biosynthe...",12,1,0.02,"0.020","Module_46"
"695","GO:0006760","folic acid-containing compound metabolic...",14,1,0.02,"0.024","Module_46"
"696","GO:0016226","iron-sulfur cluster assembly",14,1,0.02,"0.024","Module_46"
"697","GO:0031163","metallo-sulfur cluster assembly",14,1,0.02,"0.024","Module_46"
"698","GO:0006721","terpenoid metabolic process",17,1,0.03,"0.029","Module_46"
"699","GO:0016114","terpenoid biosynthetic process",17,1,0.03,"0.029","Module_46"
"700","GO:0042559","pteridine-containing compound biosynthet...",17,1,0.03,"0.029","Module_46"
"701","GO:0006099","tricarboxylic acid cycle",18,1,0.03,"0.030","Module_46"
"702","GO:0042398","cellular modified amino acid biosyntheti...",20,1,0.03,"0.034","Module_46"
"703","GO:0042558","pteridine-containing compound metabolic ...",21,1,0.04,"0.035","Module_46"
"704","GO:0006575","cellular modified amino acid metabolic p...",26,1,0.04,"0.043","Module_46"
"705","GO:0009060","aerobic respiration",27,1,0.05,"0.045","Module_46"
"706","GO:0006465","signal peptide processing",10,1,0.01,"0.011","Module_47"
"707","GO:0051260","protein homooligomerization",14,1,0.02,"0.015","Module_47"
"708","GO:0016485","protein processing",18,1,0.02,"0.020","Module_47"
"709","GO:0051259","protein complex oligomerization",19,1,0.02,"0.021","Module_47"
"710","GO:0051604","protein maturation",20,1,0.02,"0.022","Module_47"
"711","GO:0006006","glucose metabolic process",24,1,0.03,"0.026","Module_47"
"712","GO:0015986","proton motive force-driven ATP synthesis",24,1,0.03,"0.026","Module_47"
"713","GO:0006754","ATP biosynthetic process",37,1,0.04,"0.040","Module_47"
"714","GO:0009142","nucleoside triphosphate biosynthetic pro...",41,1,0.05,"0.044","Module_47"
"715","GO:0009144","purine nucleoside triphosphate metabolic...",41,1,0.05,"0.044","Module_47"
"716","GO:0009145","purine nucleoside triphosphate biosynthe...",41,1,0.05,"0.044","Module_47"
"717","GO:0009199","ribonucleoside triphosphate metabolic pr...",41,1,0.05,"0.044","Module_47"
"718","GO:0009201","ribonucleoside triphosphate biosynthetic...",41,1,0.05,"0.044","Module_47"
"719","GO:0009205","purine ribonucleoside triphosphate metab...",41,1,0.05,"0.044","Module_47"
"720","GO:0009206","purine ribonucleoside triphosphate biosy...",41,1,0.05,"0.044","Module_47"
"721","GO:0015977","carbon fixation",7,1,0,"0.0028","Module_48"
"722","GO:0006099","tricarboxylic acid cycle",18,1,0.01,"0.0072","Module_48"
"723","GO:0009060","aerobic respiration",27,1,0.01,"0.0108","Module_48"
"724","GO:0045333","cellular respiration",35,1,0.01,"0.0140","Module_48"
"725","GO:0015980","energy derivation by oxidation of organi...",42,1,0.02,"0.0167","Module_48"
"726","GO:0016567","protein ubiquitination",102,1,0.04,"0.0403","Module_48"
"727","GO:0032446","protein modification by small protein co...",109,1,0.04,"0.0430","Module_48"
"728","GO:0070647","protein modification by small protein co...",118,1,0.05,"0.0465","Module_48"
"729","GO:0006355","regulation of transcription, DNA-templat...",1016,2,0.41,"0.0541","Module_48"
"730","GO:1903506","regulation of nucleic acid-templated tra...",1016,2,0.41,"0.0541","Module_48"
"731","GO:2001141","regulation of RNA biosynthetic process",1016,2,0.41,"0.0541","Module_48"
"732","GO:0051252","regulation of RNA metabolic process",1019,2,0.41,"0.0544","Module_48"
"733","GO:0010556","regulation of macromolecule biosynthetic...",1028,2,0.41,"0.0553","Module_48"
"734","GO:0031326","regulation of cellular biosynthetic proc...",1028,2,0.41,"0.0553","Module_48"
"735","GO:0009889","regulation of biosynthetic process",1029,2,0.41,"0.0554","Module_48"
"736","GO:0071840","cellular component organization or bioge...",549,6,1.05,"0.00040","Module_49"
"737","GO:0006996","organelle organization",228,4,0.43,"0.00079","Module_49"
"738","GO:0016043","cellular component organization",458,5,0.87,"0.00136","Module_49"
"739","GO:0010256","endomembrane system organization",5,1,0.01,"0.00950","Module_49"
"740","GO:0051276","chromosome organization",80,2,0.15,"0.00995","Module_49"
"741","GO:0044085","cellular component biogenesis",261,3,0.5,"0.01260","Module_49"
"742","GO:0006817","phosphate ion transport",7,1,0.01,"0.01327","Module_49"
"743","GO:0006790","sulfur compound metabolic process",96,2,0.18,"0.01411","Module_49"
"744","GO:0007031","peroxisome organization",9,1,0.02,"0.01703","Module_49"
"745","GO:0065003","protein-containing complex assembly",118,2,0.22,"0.02083","Module_49"
"746","GO:0046854","phosphatidylinositol phosphate biosynthe...",14,1,0.03,"0.02637","Module_49"
"747","GO:0043933","protein-containing complex organization",142,2,0.27,"0.02940","Module_49"
"748","GO:0006265","DNA topological change",21,1,0.04,"0.03931","Module_49"
"749","GO:0006334","nucleosome assembly",21,1,0.04,"0.03931","Module_49"
"750","GO:0031497","chromatin assembly",21,1,0.04,"0.03931","Module_49"
"751","GO:0042221","response to chemical",157,2,0.09,"0.0035","Module_50"
"752","GO:0017004","cytochrome complex assembly",7,1,0,"0.0042","Module_50"
"753","GO:0009269","response to desiccation",8,1,0,"0.0048","Module_50"
"754","GO:0009414","response to water deprivation",8,1,0,"0.0048","Module_50"
"755","GO:0001101","response to acid chemical",11,1,0.01,"0.0066","Module_50"
"756","GO:0009415","response to water",11,1,0.01,"0.0066","Module_50"
"757","GO:0007005","mitochondrion organization",18,1,0.01,"0.0108","Module_50"
"758","GO:0010035","response to inorganic substance",19,1,0.01,"0.0114","Module_50"
"759","GO:1901700","response to oxygen-containing compound",24,1,0.01,"0.0144","Module_50"
"760","GO:0009628","response to abiotic stimulus",40,1,0.02,"0.0238","Module_50"
"761","GO:0006855","xenobiotic transmembrane transport",59,1,0.04,"0.0350","Module_50"
"762","GO:0042908","xenobiotic transport",59,1,0.04,"0.0350","Module_50"
"763","GO:0009733","response to auxin",85,1,0.05,"0.0501","Module_50"
"764","GO:0065003","protein-containing complex assembly",118,1,0.07,"0.0690","Module_50"
"765","GO:0009719","response to endogenous stimulus",130,1,0.08,"0.0758","Module_50"
"766","GO:0007093","mitotic cell cycle checkpoint signaling",9,1,0.01,"0.0081","Module_51"
"767","GO:0045930","negative regulation of mitotic cell cycl...",9,1,0.01,"0.0081","Module_51"
"768","GO:0051304","chromosome separation",12,1,0.01,"0.0108","Module_51"
"769","GO:0000075","cell cycle checkpoint signaling",13,1,0.01,"0.0117","Module_51"
"770","GO:0010948","negative regulation of cell cycle proces...",13,1,0.01,"0.0117","Module_51"
"771","GO:0045786","negative regulation of cell cycle",13,1,0.01,"0.0117","Module_51"
"772","GO:1901988","negative regulation of cell cycle phase ...",13,1,0.01,"0.0117","Module_51"
"773","GO:0007346","regulation of mitotic cell cycle",14,1,0.01,"0.0126","Module_51"
"774","GO:0044770","cell cycle phase transition",18,1,0.02,"0.0161","Module_51"
"775","GO:1901987","regulation of cell cycle phase transitio...",18,1,0.02,"0.0161","Module_51"
"776","GO:0007059","chromosome segregation",24,1,0.02,"0.0215","Module_51"
"777","GO:0010564","regulation of cell cycle process",28,1,0.03,"0.0250","Module_51"
"778","GO:1903047","mitotic cell cycle process",29,1,0.03,"0.0259","Module_51"
"779","GO:0000278","mitotic cell cycle",31,1,0.03,"0.0277","Module_51"
"780","GO:0048523","negative regulation of cellular process",35,1,0.03,"0.0312","Module_51"
"781","GO:0008216","spermidine metabolic process",5,1,0,"0.0040","Module_52"
"782","GO:0008295","spermidine biosynthetic process",5,1,0,"0.0040","Module_52"
"783","GO:0006596","polyamine biosynthetic process",9,1,0.01,"0.0072","Module_52"
"784","GO:0006595","polyamine metabolic process",12,1,0.01,"0.0096","Module_52"
"785","GO:0009309","amine biosynthetic process",20,1,0.02,"0.0159","Module_52"
"786","GO:0042401","cellular biogenic amine biosynthetic pro...",20,1,0.02,"0.0159","Module_52"
"787","GO:0006576","cellular biogenic amine metabolic proces...",27,1,0.02,"0.0215","Module_52"
"788","GO:0044106","cellular amine metabolic process",27,1,0.02,"0.0215","Module_52"
"789","GO:0009308","amine metabolic process",52,1,0.04,"0.0410","Module_52"
"790","GO:0009607","response to biotic stimulus",57,1,0.05,"0.0449","Module_52"
"791","GO:0016567","protein ubiquitination",102,1,0.08,"0.0790","Module_52"
"792","GO:0032446","protein modification by small protein co...",109,1,0.09,"0.0842","Module_52"
"793","GO:0070647","protein modification by small protein co...",118,1,0.09,"0.0909","Module_52"
"794","GO:0006952","defense response",146,1,0.12,"0.1114","Module_52"
"795","GO:0071704","organic substance metabolic process",6145,7,4.93,"0.1245","Module_52"
"796","GO:0006542","glutamine biosynthetic process",7,1,0.01,"0.0084","Module_53"
"797","GO:0006885","regulation of pH",7,1,0.01,"0.0084","Module_53"
"798","GO:0055067","monovalent inorganic cation homeostasis",7,1,0.01,"0.0084","Module_53"
"799","GO:0006476","protein deacetylation",8,1,0.01,"0.0096","Module_53"
"800","GO:0016575","histone deacetylation",8,1,0.01,"0.0096","Module_53"
"801","GO:0035601","protein deacylation",8,1,0.01,"0.0096","Module_53"
"802","GO:0098732","macromolecule deacylation",8,1,0.01,"0.0096","Module_53"
"803","GO:0055080","cation homeostasis",12,1,0.01,"0.0144","Module_53"
"804","GO:0098771","inorganic ion homeostasis",12,1,0.01,"0.0144","Module_53"
"805","GO:0006298","mismatch repair",13,1,0.02,"0.0155","Module_53"
"806","GO:0006814","sodium ion transport",13,1,0.02,"0.0155","Module_53"
"807","GO:0006541","glutamine metabolic process",16,1,0.02,"0.0191","Module_53"
"808","GO:0050801","ion homeostasis",17,1,0.02,"0.0203","Module_53"
"809","GO:0016998","cell wall macromolecule catabolic proces...",20,1,0.02,"0.0238","Module_53"
"810","GO:0009084","glutamine family amino acid biosynthetic...",24,1,0.03,"0.0285","Module_53"
"811","GO:0017004","cytochrome complex assembly",7,1,0.01,"0.013","Module_54"
"812","GO:0006721","terpenoid metabolic process",17,1,0.03,"0.032","Module_54"
"813","GO:0016114","terpenoid biosynthetic process",17,1,0.03,"0.032","Module_54"
"814","GO:0007005","mitochondrion organization",18,1,0.03,"0.034","Module_54"
"815","GO:0016192","vesicle-mediated transport",168,2,0.32,"0.040","Module_54"
"816","GO:0006412","translation",485,3,0.92,"0.062","Module_54"
"817","GO:0006887","exocytosis",35,1,0.07,"0.065","Module_54"
"818","GO:0032940","secretion by cell",37,1,0.07,"0.068","Module_54"
"819","GO:0046903","secretion",37,1,0.07,"0.068","Module_54"
"820","GO:0140352","export from cell",37,1,0.07,"0.068","Module_54"
"821","GO:0006720","isoprenoid metabolic process",38,1,0.07,"0.070","Module_54"
"822","GO:0008299","isoprenoid biosynthetic process",38,1,0.07,"0.070","Module_54"
"823","GO:0043043","peptide biosynthetic process",540,3,1.03,"0.080","Module_54"
"824","GO:0043604","amide biosynthetic process",549,3,1.05,"0.084","Module_54"
"825","GO:0006518","peptide metabolic process",554,3,1.06,"0.085","Module_54"
"826","GO:0051276","chromosome organization",80,2,0.14,"0.009","Module_55"
"827","GO:0007088","regulation of mitotic nuclear division",6,1,0.01,"0.011","Module_55"
"828","GO:0007094","mitotic spindle assembly checkpoint sign...",6,1,0.01,"0.011","Module_55"
"829","GO:0031577","spindle checkpoint signaling",6,1,0.01,"0.011","Module_55"
"830","GO:0033046","negative regulation of sister chromatid ...",6,1,0.01,"0.011","Module_55"
"831","GO:0033047","regulation of mitotic sister chromatid s...",6,1,0.01,"0.011","Module_55"
"832","GO:0033048","negative regulation of mitotic sister ch...",6,1,0.01,"0.011","Module_55"
"833","GO:0045839","negative regulation of mitotic nuclear d...",6,1,0.01,"0.011","Module_55"
"834","GO:0045841","negative regulation of mitotic metaphase...",6,1,0.01,"0.011","Module_55"
"835","GO:0051783","regulation of nuclear division",6,1,0.01,"0.011","Module_55"
"836","GO:0051784","negative regulation of nuclear division",6,1,0.01,"0.011","Module_55"
"837","GO:0051985","negative regulation of chromosome segreg...",6,1,0.01,"0.011","Module_55"
"838","GO:0071173","spindle assembly checkpoint signaling",6,1,0.01,"0.011","Module_55"
"839","GO:0071174","mitotic spindle checkpoint signaling",6,1,0.01,"0.011","Module_55"
"840","GO:1902100","negative regulation of metaphase/anaphas...",6,1,0.01,"0.011","Module_55"
"841","GO:0006605","protein targeting",37,1,0.02,"0.022","Module_56"
"842","GO:0044267","cellular protein metabolic process",2219,4,1.34,"0.025","Module_56"
"843","GO:0044257","cellular protein catabolic process",60,1,0.04,"0.036","Module_56"
"844","GO:0051603","proteolysis involved in cellular protein...",60,1,0.04,"0.036","Module_56"
"845","GO:0008037","cell recognition",65,1,0.04,"0.038","Module_56"
"846","GO:0009856","pollination",65,1,0.04,"0.038","Module_56"
"847","GO:0009875","pollen-pistil interaction",65,1,0.04,"0.038","Module_56"
"848","GO:0044706","multi-multicellular organism process",65,1,0.04,"0.038","Module_56"
"849","GO:0048544","recognition of pollen",65,1,0.04,"0.038","Module_56"
"850","GO:0030163","protein catabolic process",77,1,0.05,"0.045","Module_56"
"851","GO:0019538","protein metabolic process",2651,4,1.6,"0.047","Module_56"
"852","GO:0044260","cellular macromolecule metabolic process",2666,4,1.6,"0.048","Module_56"
"853","GO:0022414","reproductive process",82,1,0.05,"0.048","Module_56"
"854","GO:0000003","reproduction",90,1,0.05,"0.053","Module_56"
"855","GO:0044265","cellular macromolecule catabolic process",102,1,0.06,"0.060","Module_56"
"856","GO:0042168","heme metabolic process",9,1,0.01,"0.0081","Module_57"
"857","GO:0006778","porphyrin-containing compound metabolic ...",28,1,0.03,"0.0250","Module_57"
"858","GO:0042440","pigment metabolic process",30,1,0.03,"0.0268","Module_57"
"859","GO:0006694","steroid biosynthetic process",31,1,0.03,"0.0277","Module_57"
"860","GO:0008202","steroid metabolic process",33,1,0.03,"0.0294","Module_57"
"861","GO:0046700","heterocycle catabolic process",34,1,0.03,"0.0303","Module_57"
"862","GO:0044270","cellular nitrogen compound catabolic pro...",35,1,0.03,"0.0312","Module_57"
"863","GO:0033013","tetrapyrrole metabolic process",41,1,0.04,"0.0364","Module_57"
"864","GO:0009237","siderophore metabolic process",48,1,0.04,"0.0425","Module_57"
"865","GO:0019290","siderophore biosynthetic process",48,1,0.04,"0.0425","Module_57"
"866","GO:0044550","secondary metabolite biosynthetic proces...",51,1,0.05,"0.0451","Module_57"
"867","GO:0019184","nonribosomal peptide biosynthetic proces...",53,1,0.05,"0.0469","Module_57"
"868","GO:1901361","organic cyclic compound catabolic proces...",66,1,0.06,"0.0581","Module_57"
"869","GO:0019439","aromatic compound catabolic process",67,1,0.06,"0.0589","Module_57"
"870","GO:0019748","secondary metabolic process",78,1,0.07,"0.0683","Module_57"
"871","GO:0045454","cell redox homeostasis",125,1,0.04,"0.037","Module_58"
"872","GO:0019725","cellular homeostasis",143,1,0.04,"0.042","Module_58"
"873","GO:0042592","homeostatic process",151,1,0.05,"0.045","Module_58"
"874","GO:0065008","regulation of biological quality",176,1,0.05,"0.052","Module_58"
"875","GO:0009059","macromolecule biosynthetic process",1756,2,0.53,"0.082","Module_58"
"876","GO:0010467","gene expression",1905,2,0.57,"0.096","Module_58"
"877","GO:0044271","cellular nitrogen compound biosynthetic ...",1913,2,0.58,"0.096","Module_58"
"878","GO:0006412","translation",485,1,0.15,"0.139","Module_58"
"879","GO:0044249","cellular biosynthetic process",2347,2,0.71,"0.140","Module_58"
"880","GO:1901576","organic substance biosynthetic process",2413,2,0.73,"0.147","Module_58"
"881","GO:0043043","peptide biosynthetic process",540,1,0.16,"0.154","Module_58"
"882","GO:0043604","amide biosynthetic process",549,1,0.17,"0.156","Module_58"
"883","GO:0009058","biosynthetic process",2494,2,0.75,"0.156","Module_58"
"884","GO:0006518","peptide metabolic process",554,1,0.17,"0.158","Module_58"
"885","GO:0043603","cellular amide metabolic process",579,1,0.17,"0.164","Module_58"
"886","GO:0140694","non-membrane-bounded organelle assembly",14,1,0.01,"0.0056","Module_59"
"887","GO:0070925","organelle assembly",21,1,0.01,"0.0084","Module_59"
"888","GO:0042254","ribosome biogenesis",57,1,0.02,"0.0227","Module_59"
"889","GO:0022613","ribonucleoprotein complex biogenesis",66,1,0.03,"0.0262","Module_59"
"890","GO:0016567","protein ubiquitination",102,1,0.04,"0.0403","Module_59"
"891","GO:0032446","protein modification by small protein co...",109,1,0.04,"0.0430","Module_59"
"892","GO:0070647","protein modification by small protein co...",118,1,0.05,"0.0465","Module_59"
"893","GO:0009719","response to endogenous stimulus",130,1,0.05,"0.0512","Module_59"
"894","GO:0009725","response to hormone",130,1,0.05,"0.0512","Module_59"
"895","GO:0010033","response to organic substance",136,1,0.05,"0.0535","Module_59"
"896","GO:0042221","response to chemical",157,1,0.06,"0.0615","Module_59"
"897","GO:0022607","cellular component assembly",169,1,0.07,"0.0661","Module_59"
"898","GO:0006996","organelle organization",228,1,0.09,"0.0884","Module_59"
"899","GO:0044085","cellular component biogenesis",261,1,0.1,"0.1007","Module_59"
"900","GO:0016043","cellular component organization",458,1,0.18,"0.1715","Module_59"
"901","GO:0006096","glycolytic process",54,1,0.02,"0.021","Module_60"
"902","GO:0006757","ATP generation from ADP",54,1,0.02,"0.021","Module_60"
"903","GO:0009135","purine nucleoside diphosphate metabolic ...",54,1,0.02,"0.021","Module_60"
"904","GO:0009179","purine ribonucleoside diphosphate metabo...",54,1,0.02,"0.021","Module_60"
"905","GO:0009185","ribonucleoside diphosphate metabolic pro...",54,1,0.02,"0.021","Module_60"
"906","GO:0046031","ADP metabolic process",54,1,0.02,"0.021","Module_60"
"907","GO:0006165","nucleoside diphosphate phosphorylation",58,1,0.02,"0.023","Module_60"
"908","GO:0046939","nucleotide phosphorylation",58,1,0.02,"0.023","Module_60"
"909","GO:0009132","nucleoside diphosphate metabolic process",61,1,0.02,"0.024","Module_60"
"910","GO:0006090","pyruvate metabolic process",62,1,0.02,"0.025","Module_60"
"911","GO:0016052","carbohydrate catabolic process",75,1,0.03,"0.030","Module_60"
"912","GO:0046034","ATP metabolic process",103,1,0.04,"0.041","Module_60"
"913","GO:0045454","cell redox homeostasis",125,1,0.05,"0.049","Module_60"
"914","GO:0009150","purine ribonucleotide metabolic process",128,1,0.05,"0.050","Module_60"
"915","GO:0009259","ribonucleotide metabolic process",130,1,0.05,"0.051","Module_60"
"916","GO:0000162","tryptophan biosynthetic process",8,1,0.01,"0.008","Module_61"
"917","GO:0006821","chloride transport",8,1,0.01,"0.008","Module_61"
"918","GO:0042435","indole-containing compound biosynthetic ...",8,1,0.01,"0.008","Module_61"
"919","GO:0046219","indolalkylamine biosynthetic process",8,1,0.01,"0.008","Module_61"
"920","GO:0006568","tryptophan metabolic process",12,1,0.01,"0.012","Module_61"
"921","GO:0006586","indolalkylamine metabolic process",12,1,0.01,"0.012","Module_61"
"922","GO:0042430","indole-containing compound metabolic pro...",12,1,0.01,"0.012","Module_61"
"923","GO:0046394","carboxylic acid biosynthetic process",186,2,0.19,"0.014","Module_61"
"924","GO:0006098","pentose-phosphate shunt",15,1,0.02,"0.015","Module_61"
"925","GO:0006740","NADPH regeneration",15,1,0.02,"0.015","Module_61"
"926","GO:0051156","glucose 6-phosphate metabolic process",15,1,0.02,"0.015","Module_61"
"927","GO:0016053","organic acid biosynthetic process",203,2,0.2,"0.017","Module_61"
"928","GO:0015748","organophosphate ester transport",18,1,0.02,"0.018","Module_61"
"929","GO:0015914","phospholipid transport",18,1,0.02,"0.018","Module_61"
"930","GO:0006739","NADP metabolic process",19,1,0.02,"0.019","Module_61"
"931","GO:0006790","sulfur compound metabolic process",96,2,0.09,"0.0032","Module_62"
"932","GO:0010256","endomembrane system organization",5,1,0,"0.0045","Module_62"
"933","GO:0016043","cellular component organization",458,3,0.41,"0.0066","Module_62"
"934","GO:0006002","fructose 6-phosphate metabolic process",11,1,0.01,"0.0099","Module_62"
"935","GO:0071840","cellular component organization or bioge...",549,3,0.5,"0.0109","Module_62"
"936","GO:0016226","iron-sulfur cluster assembly",14,1,0.01,"0.0126","Module_62"
"937","GO:0031163","metallo-sulfur cluster assembly",14,1,0.01,"0.0126","Module_62"
"938","GO:0009664","plant-type cell wall organization",42,1,0.04,"0.0373","Module_62"
"939","GO:0071669","plant-type cell wall organization or bio...",44,1,0.04,"0.0390","Module_62"
"940","GO:0006096","glycolytic process",54,1,0.05,"0.0477","Module_62"
"941","GO:0006757","ATP generation from ADP",54,1,0.05,"0.0477","Module_62"
"942","GO:0009135","purine nucleoside diphosphate metabolic ...",54,1,0.05,"0.0477","Module_62"
"943","GO:0009179","purine ribonucleoside diphosphate metabo...",54,1,0.05,"0.0477","Module_62"
"944","GO:0009185","ribonucleoside diphosphate metabolic pro...",54,1,0.05,"0.0477","Module_62"
"945","GO:0046031","ADP metabolic process",54,1,0.05,"0.0477","Module_62"
"946","GO:0015936","coenzyme A metabolic process",9,1,0.01,"0.011","Module_63"
"947","GO:0016226","iron-sulfur cluster assembly",14,1,0.02,"0.017","Module_63"
"948","GO:0031163","metallo-sulfur cluster assembly",14,1,0.02,"0.017","Module_63"
"949","GO:0006816","calcium ion transport",20,1,0.02,"0.024","Module_63"
"950","GO:0033865","nucleoside bisphosphate metabolic proces...",22,1,0.03,"0.026","Module_63"
"951","GO:0033875","ribonucleoside bisphosphate metabolic pr...",22,1,0.03,"0.026","Module_63"
"952","GO:0034032","purine nucleoside bisphosphate metabolic...",22,1,0.03,"0.026","Module_63"
"953","GO:0008610","lipid biosynthetic process",218,2,0.26,"0.027","Module_63"
"954","GO:0006006","glucose metabolic process",24,1,0.03,"0.029","Module_63"
"955","GO:0044255","cellular lipid metabolic process",253,2,0.3,"0.036","Module_63"
"956","GO:0003333","amino acid transmembrane transport",38,1,0.05,"0.045","Module_63"
"957","GO:0006720","isoprenoid metabolic process",38,1,0.05,"0.045","Module_63"
"958","GO:0008299","isoprenoid biosynthetic process",38,1,0.05,"0.045","Module_63"
"959","GO:0055085","transmembrane transport",703,3,0.85,"0.048","Module_63"
"960","GO:0006865","amino acid transport",41,1,0.05,"0.048","Module_63"
"961","GO:0006260","DNA replication",87,1,0.01,"0.0087","Module_64"
"962","GO:0006259","DNA metabolic process",324,1,0.03,"0.0325","Module_64"
"963","GO:0090304","nucleic acid metabolic process",1778,1,0.18,"0.1784","Module_64"
"964","GO:0006139","nucleobase-containing compound metabolic...",2001,1,0.2,"0.2007","Module_64"
"965","GO:0046483","heterocycle metabolic process",2130,1,0.21,"0.2137","Module_64"
"966","GO:0006725","cellular aromatic compound metabolic pro...",2157,1,0.22,"0.2164","Module_64"
"967","GO:1901360","organic cyclic compound metabolic proces...",2206,1,0.22,"0.2213","Module_64"
"968","GO:0034641","cellular nitrogen compound metabolic pro...",2627,1,0.26,"0.2635","Module_64"
"969","GO:0044260","cellular macromolecule metabolic process",2666,1,0.27,"0.2674","Module_64"
"970","GO:0043170","macromolecule metabolic process",4467,1,0.45,"0.4481","Module_64"
"971","GO:0006807","nitrogen compound metabolic process",4994,1,0.5,"0.5010","Module_64"
"972","GO:0044237","cellular metabolic process",5284,1,0.53,"0.5300","Module_64"
"973","GO:0044238","primary metabolic process",5791,1,0.58,"0.5809","Module_64"
"974","GO:0071704","organic substance metabolic process",6145,1,0.62,"0.6164","Module_64"
"975","GO:0008152","metabolic process",7067,1,0.71,"0.7089","Module_64"
"976","GO:0030244","cellulose biosynthetic process",31,1,0.01,"0.0093","Module_65"
"977","GO:0030243","cellulose metabolic process",32,1,0.01,"0.0096","Module_65"
"978","GO:0051274","beta-glucan biosynthetic process",44,1,0.01,"0.0132","Module_65"
"979","GO:0051273","beta-glucan metabolic process",45,1,0.01,"0.0135","Module_65"
"980","GO:0009250","glucan biosynthetic process",51,1,0.02,"0.0153","Module_65"
"981","GO:0000271","polysaccharide biosynthetic process",53,1,0.02,"0.0159","Module_65"
"982","GO:0033692","cellular polysaccharide biosynthetic pro...",53,1,0.02,"0.0159","Module_65"
"983","GO:0034637","cellular carbohydrate biosynthetic proce...",78,1,0.02,"0.0233","Module_65"
"984","GO:0006073","cellular glucan metabolic process",84,1,0.03,"0.0251","Module_65"
"985","GO:0044042","glucan metabolic process",84,1,0.03,"0.0251","Module_65"
"986","GO:0044264","cellular polysaccharide metabolic proces...",86,1,0.03,"0.0257","Module_65"
"987","GO:0016051","carbohydrate biosynthetic process",92,1,0.03,"0.0274","Module_65"
"988","GO:0005976","polysaccharide metabolic process",96,1,0.03,"0.0286","Module_65"
"989","GO:0044262","cellular carbohydrate metabolic process",143,1,0.04,"0.0424","Module_65"
"990","GO:0006952","defense response",146,1,0.04,"0.0433","Module_65"
"991","GO:0006743","ubiquinone metabolic process",6,1,0,"0.0036","Module_66"
"992","GO:0006744","ubiquinone biosynthetic process",6,1,0,"0.0036","Module_66"
"993","GO:0000105","histidine biosynthetic process",9,1,0.01,"0.0054","Module_66"
"994","GO:0006547","histidine metabolic process",9,1,0.01,"0.0054","Module_66"
"995","GO:0042181","ketone biosynthetic process",9,1,0.01,"0.0054","Module_66"
"996","GO:1901661","quinone metabolic process",9,1,0.01,"0.0054","Module_66"
"997","GO:1901663","quinone biosynthetic process",9,1,0.01,"0.0054","Module_66"
"998","GO:0042180","cellular ketone metabolic process",14,1,0.01,"0.0084","Module_66"
"999","GO:0044283","small molecule biosynthetic process",261,2,0.16,"0.0096","Module_66"
"1000","GO:0044257","cellular protein catabolic process",60,1,0.04,"0.0356","Module_66"
"1001","GO:0051603","proteolysis involved in cellular protein...",60,1,0.04,"0.0356","Module_66"
"1002","GO:0030163","protein catabolic process",77,1,0.05,"0.0455","Module_66"
"1003","GO:0008652","cellular amino acid biosynthetic process",102,1,0.06,"0.0599","Module_66"
"1004","GO:0044265","cellular macromolecule catabolic process",102,1,0.06,"0.0599","Module_66"
"1005","GO:0044281","small molecule metabolic process",759,2,0.46,"0.0707","Module_66"
"1006","GO:0006720","isoprenoid metabolic process",38,2,0.05,"0.0011","Module_67"
"1007","GO:0008299","isoprenoid biosynthetic process",38,2,0.05,"0.0011","Module_67"
"1008","GO:0008610","lipid biosynthetic process",218,3,0.28,"0.0025","Module_67"
"1009","GO:0006629","lipid metabolic process",446,3,0.58,"0.0182","Module_67"
"1010","GO:0065008","regulation of biological quality",176,2,0.23,"0.0213","Module_67"
"1011","GO:0006721","terpenoid metabolic process",17,1,0.02,"0.0220","Module_67"
"1012","GO:0016114","terpenoid biosynthetic process",17,1,0.02,"0.0220","Module_67"
"1013","GO:0044255","cellular lipid metabolic process",253,2,0.33,"0.0416","Module_67"
"1014","GO:0007264","small GTPase mediated signal transductio...",81,1,0.11,"0.1007","Module_67"
"1015","GO:0015979","photosynthesis",119,1,0.16,"0.1446","Module_67"
"1016","GO:0045454","cell redox homeostasis",125,1,0.16,"0.1514","Module_67"
"1017","GO:0019725","cellular homeostasis",143,1,0.19,"0.1713","Module_67"
"1018","GO:0042592","homeostatic process",151,1,0.2,"0.1801","Module_67"
