"","GO.ID","Term","Annotated","Significant","Expected","classicFisher","set"
"662","GO:0016741","transferase activity, transferring one-c...",306,3,0.19,"0.00071","Module_44"
"663","GO:0004017","adenylate kinase activity",5,1,0,"0.00306","Module_44"
"664","GO:0004576","oligosaccharyl transferase activity",5,1,0,"0.00306","Module_44"
"665","GO:0050145","nucleoside monophosphate kinase activity",12,1,0.01,"0.00733","Module_44"
"666","GO:0016776","phosphotransferase activity, phosphate g...",17,1,0.01,"0.01036","Module_44"
"667","GO:0019205","nucleobase-containing compound kinase ac...",21,1,0.01,"0.01279","Module_44"
"668","GO:0003746","translation elongation factor activity",23,1,0.01,"0.01400","Module_44"
"669","GO:0016740","transferase activity",3005,5,1.84,"0.02332","Module_44"
"670","GO:0016620","oxidoreductase activity, acting on the a...",48,1,0.03,"0.02902","Module_44"
"671","GO:0008171","O-methyltransferase activity",54,1,0.03,"0.03259","Module_44"
"672","GO:0016903","oxidoreductase activity, acting on the a...",59,1,0.04,"0.03556","Module_44"
"673","GO:0050661","NADP binding",60,1,0.04,"0.03615","Module_44"
"674","GO:0051287","NAD binding",63,1,0.04,"0.03793","Module_44"
"675","GO:0008135","translation factor activity, RNA binding",74,1,0.05,"0.04441","Module_44"
"676","GO:0008168","methyltransferase activity",283,1,0.05,"0.051","Module_45"
"677","GO:0016741","transferase activity, transferring one-c...",306,1,0.06,"0.055","Module_45"
"678","GO:0008270","zinc ion binding",1053,1,0.19,"0.181","Module_45"
"679","GO:0046914","transition metal ion binding",1574,1,0.29,"0.262","Module_45"
"680","GO:0046872","metal ion binding",2419,1,0.44,"0.382","Module_45"
"681","GO:0043169","cation binding",2432,1,0.45,"0.384","Module_45"
"682","GO:0016740","transferase activity",3005,1,0.55,"0.457","Module_45"
"683","GO:0005515","protein binding",4340,1,0.8,"0.604","Module_45"
"684","GO:0043167","ion binding",5212,1,0.96,"0.684","Module_45"
"685","GO:0005488","binding",11256,2,2.07,"0.770","Module_45"
"686","GO:0003824","catalytic activity",7792,1,1.43,"0.857","Module_45"
"687","GO:0003674","molecular_function",16330,3,3,"1.000","Module_45"
"688","GO:0000049","tRNA binding",9,0,0,"1.000","Module_45"
"689","GO:0000062","fatty-acyl-CoA binding",5,0,0,"1.000","Module_45"
"690","GO:0000155","phosphorelay sensor kinase activity",28,0,0.01,"1.000","Module_45"
"691","GO:0008661","1-deoxy-D-xylulose-5-phosphate synthase ...",6,1,0.01,"0.0084","Module_46"
"692","GO:0008964","phosphoenolpyruvate carboxylase activity",6,1,0.01,"0.0084","Module_46"
"693","GO:0003995","acyl-CoA dehydrogenase activity",8,1,0.01,"0.0112","Module_46"
"694","GO:0004144","diacylglycerol O-acyltransferase activit...",11,1,0.02,"0.0154","Module_46"
"695","GO:0004611","phosphoenolpyruvate carboxykinase activi...",11,1,0.02,"0.0154","Module_46"
"696","GO:0016411","acylglycerol O-acyltransferase activity",11,1,0.02,"0.0154","Module_46"
"697","GO:0016744","transketolase or transaldolase activity",14,1,0.02,"0.0195","Module_46"
"698","GO:0016491","oxidoreductase activity",1696,6,2.39,"0.0266","Module_46"
"699","GO:0003824","catalytic activity",7792,16,10.97,"0.0287","Module_46"
"700","GO:0009055","electron transfer activity",191,2,0.27,"0.0293","Module_46"
"701","GO:0008483","transaminase activity",24,1,0.03,"0.0333","Module_46"
"702","GO:0016769","transferase activity, transferring nitro...",24,1,0.03,"0.0333","Module_46"
"703","GO:0008374","O-acyltransferase activity",29,1,0.04,"0.0401","Module_46"
"704","GO:0016747","acyltransferase activity, transferring g...",246,2,0.35,"0.0465","Module_46"
"705","GO:0004866","endopeptidase inhibitor activity",43,1,0.06,"0.0589","Module_46"
"706","GO:0004345","glucose-6-phosphate dehydrogenase activi...",5,1,0.01,"0.0055","Module_47"
"707","GO:0004045","aminoacyl-tRNA hydrolase activity",6,1,0.01,"0.0066","Module_47"
"708","GO:0005337","nucleoside transmembrane transporter act...",7,1,0.01,"0.0077","Module_47"
"709","GO:0015932","nucleobase-containing compound transmemb...",14,1,0.02,"0.0153","Module_47"
"710","GO:1901505","carbohydrate derivative transmembrane tr...",14,1,0.02,"0.0153","Module_47"
"711","GO:0071949","FAD binding",17,1,0.02,"0.0186","Module_47"
"712","GO:0010181","FMN binding",52,1,0.06,"0.0558","Module_47"
"713","GO:0050661","NADP binding",60,1,0.07,"0.0641","Module_47"
"714","GO:0015078","proton transmembrane transporter activit...",86,1,0.09,"0.0907","Module_47"
"715","GO:0140101","catalytic activity, acting on a tRNA",88,1,0.1,"0.0927","Module_47"
"716","GO:0052689","carboxylic ester hydrolase activity",99,1,0.11,"0.1037","Module_47"
"717","GO:0015035","protein-disulfide reductase activity",100,1,0.11,"0.1047","Module_47"
"718","GO:0015036","disulfide oxidoreductase activity",100,1,0.11,"0.1047","Module_47"
"719","GO:0016667","oxidoreductase activity, acting on a sul...",126,1,0.14,"0.1302","Module_47"
"720","GO:0016616","oxidoreductase activity, acting on the C...",127,1,0.14,"0.1312","Module_47"
"721","GO:0008964","phosphoenolpyruvate carboxylase activity",6,1,0,"0.0018","Module_48"
"722","GO:0004611","phosphoenolpyruvate carboxykinase activi...",11,1,0,"0.0034","Module_48"
"723","GO:0016831","carboxy-lyase activity",43,1,0.01,"0.0131","Module_48"
"724","GO:0003690","double-stranded DNA binding",52,1,0.02,"0.0158","Module_48"
"725","GO:0016830","carbon-carbon lyase activity",73,1,0.02,"0.0222","Module_48"
"726","GO:0004842","ubiquitin-protein transferase activity",119,1,0.04,"0.0359","Module_48"
"727","GO:0019787","ubiquitin-like protein transferase activ...",124,1,0.04,"0.0374","Module_48"
"728","GO:0016829","lyase activity",231,1,0.07,"0.0688","Module_48"
"729","GO:0003677","DNA binding",1874,2,0.57,"0.1040","Module_48"
"730","GO:0004553","hydrolase activity, hydrolyzing O-glycos...",418,1,0.13,"0.1216","Module_48"
"731","GO:0016798","hydrolase activity, acting on glycosyl b...",440,1,0.13,"0.1277","Module_48"
"732","GO:0003676","nucleic acid binding",2927,2,0.9,"0.2208","Module_48"
"733","GO:0016491","oxidoreductase activity",1696,1,0.52,"0.4221","Module_48"
"734","GO:0003824","catalytic activity",7792,3,2.39,"0.4572","Module_48"
"735","GO:0016787","hydrolase activity",2144,1,0.66,"0.5053","Module_48"
"736","GO:0004565","beta-galactosidase activity",6,1,0.01,"0.0092","Module_49"
"737","GO:0015925","galactosidase activity",6,1,0.01,"0.0092","Module_49"
"738","GO:0005315","inorganic phosphate transmembrane transp...",7,1,0.01,"0.0107","Module_49"
"739","GO:0008252","nucleotidase activity",7,1,0.01,"0.0107","Module_49"
"740","GO:0004089","carbonate dehydratase activity",9,1,0.01,"0.0137","Module_49"
"741","GO:0003918","DNA topoisomerase type II (double strand...",12,1,0.02,"0.0182","Module_49"
"742","GO:0046912","acyltransferase activity, acyl groups co...",13,1,0.02,"0.0197","Module_49"
"743","GO:0005200","structural constituent of cytoskeleton",16,1,0.02,"0.0242","Module_49"
"744","GO:0016671","oxidoreductase activity, acting on a sul...",18,1,0.03,"0.0272","Module_49"
"745","GO:0016791","phosphatase activity",187,2,0.29,"0.0329","Module_49"
"746","GO:0003916","DNA topoisomerase activity",22,1,0.03,"0.0332","Module_49"
"747","GO:0005525","GTP binding",227,2,0.35,"0.0468","Module_49"
"748","GO:0032561","guanyl ribonucleotide binding",227,2,0.35,"0.0468","Module_49"
"749","GO:0016762","xyloglucan:xyloglucosyl transferase acti...",32,1,0.05,"0.0479","Module_49"
"750","GO:0019001","guanyl nucleotide binding",234,2,0.36,"0.0494","Module_49"
"751","GO:0005509","calcium ion binding",253,2,0.14,"0.008","Module_50"
"752","GO:0010181","FMN binding",52,1,0.03,"0.028","Module_50"
"753","GO:0043167","ion binding",5212,6,2.87,"0.034","Module_50"
"754","GO:0016810","hydrolase activity, acting on carbon-nit...",67,1,0.04,"0.036","Module_50"
"755","GO:0015297","antiporter activity",111,1,0.06,"0.060","Module_50"
"756","GO:0015291","secondary active transmembrane transport...",147,1,0.08,"0.078","Module_50"
"757","GO:0000166","nucleotide binding",3342,4,1.84,"0.092","Module_50"
"758","GO:1901265","nucleoside phosphate binding",3342,4,1.84,"0.092","Module_50"
"759","GO:0036094","small molecule binding",3516,4,1.94,"0.107","Module_50"
"760","GO:0046872","metal ion binding",2419,3,1.33,"0.137","Module_50"
"761","GO:0043169","cation binding",2432,3,1.34,"0.139","Module_50"
"762","GO:0022804","active transmembrane transporter activit...",297,1,0.16,"0.152","Module_50"
"763","GO:0032553","ribonucleotide binding",2710,3,1.49,"0.177","Module_50"
"764","GO:0097367","carbohydrate derivative binding",2736,3,1.51,"0.180","Module_50"
"765","GO:0043168","anion binding",2953,3,1.63,"0.212","Module_50"
"766","GO:0033743","peptide-methionine (R)-S-oxide reductase...",10,1,0.01,"0.0079","Module_51"
"767","GO:0016671","oxidoreductase activity, acting on a sul...",18,1,0.01,"0.0142","Module_51"
"768","GO:0016811","hydrolase activity, acting on carbon-nit...",29,1,0.02,"0.0229","Module_51"
"769","GO:0005506","iron ion binding",395,2,0.31,"0.0382","Module_51"
"770","GO:0016810","hydrolase activity, acting on carbon-nit...",67,1,0.05,"0.0521","Module_51"
"771","GO:0005507","copper ion binding",76,1,0.06,"0.0589","Module_51"
"772","GO:0030247","polysaccharide binding",90,1,0.07,"0.0693","Module_51"
"773","GO:0005216","ion channel activity",93,1,0.07,"0.0716","Module_51"
"774","GO:0015267","channel activity",93,1,0.07,"0.0716","Module_51"
"775","GO:0022803","passive transmembrane transporter activi...",93,1,0.07,"0.0716","Module_51"
"776","GO:0004672","protein kinase activity",1296,3,1.03,"0.0783","Module_51"
"777","GO:0016667","oxidoreductase activity, acting on a sul...",126,1,0.1,"0.0958","Module_51"
"778","GO:0016773","phosphotransferase activity, alcohol gro...",1437,3,1.14,"0.0999","Module_51"
"779","GO:0016301","kinase activity",1456,3,1.16,"0.1030","Module_51"
"780","GO:0000166","nucleotide binding",3342,5,2.66,"0.1073","Module_51"
"781","GO:0016831","carboxy-lyase activity",43,1,0.02,"0.021","Module_52"
"782","GO:0008234","cysteine-type peptidase activity",70,1,0.03,"0.034","Module_52"
"783","GO:0016830","carbon-carbon lyase activity",73,1,0.04,"0.035","Module_52"
"784","GO:0004842","ubiquitin-protein transferase activity",119,1,0.06,"0.057","Module_52"
"785","GO:0019787","ubiquitin-like protein transferase activ...",124,1,0.06,"0.059","Module_52"
"786","GO:0140096","catalytic activity, acting on a protein",2189,3,1.07,"0.080","Module_52"
"787","GO:0016853","isomerase activity",191,1,0.09,"0.090","Module_52"
"788","GO:0030246","carbohydrate binding",228,1,0.11,"0.106","Module_52"
"789","GO:0016829","lyase activity",231,1,0.11,"0.108","Module_52"
"790","GO:0003824","catalytic activity",7792,6,3.82,"0.117","Module_52"
"791","GO:0004497","monooxygenase activity",281,1,0.14,"0.130","Module_52"
"792","GO:0043565","sequence-specific DNA binding",298,1,0.15,"0.137","Module_52"
"793","GO:0016705","oxidoreductase activity, acting on paire...",344,1,0.17,"0.157","Module_52"
"794","GO:0005506","iron ion binding",395,1,0.19,"0.178","Module_52"
"795","GO:0020037","heme binding",427,1,0.21,"0.191","Module_52"
"796","GO:0004407","histone deacetylase activity",6,1,0.01,"0.0059","Module_53"
"797","GO:0033558","protein lysine deacetylase activity",6,1,0.01,"0.0059","Module_53"
"798","GO:0052736","beta-glucanase activity",6,1,0.01,"0.0059","Module_53"
"799","GO:0052861","glucan endo-1,3-beta-glucanase activity,...",6,1,0.01,"0.0059","Module_53"
"800","GO:0052862","glucan endo-1,4-beta-glucanase activity,...",6,1,0.01,"0.0059","Module_53"
"801","GO:0004356","glutamate-ammonia ligase activity",7,1,0.01,"0.0068","Module_53"
"802","GO:0015385","sodium:proton antiporter activity",7,1,0.01,"0.0068","Module_53"
"803","GO:0016211","ammonia ligase activity",7,1,0.01,"0.0068","Module_53"
"804","GO:0016880","acid-ammonia (or amide) ligase activity",7,1,0.01,"0.0068","Module_53"
"805","GO:0019213","deacetylase activity",7,1,0.01,"0.0068","Module_53"
"806","GO:0005451","monovalent cation:proton antiporter acti...",9,1,0.01,"0.0088","Module_53"
"807","GO:0015081","sodium ion transmembrane transporter act...",10,1,0.01,"0.0098","Module_53"
"808","GO:0016780","phosphotransferase activity, for other s...",11,1,0.01,"0.0107","Module_53"
"809","GO:0004197","cysteine-type endopeptidase activity",12,1,0.01,"0.0117","Module_53"
"810","GO:0030983","mismatched DNA binding",13,1,0.01,"0.0127","Module_53"
"811","GO:0046914","transition metal ion binding",1574,8,2.99,"0.0077","Module_54"
"812","GO:0008661","1-deoxy-D-xylulose-5-phosphate synthase ...",6,1,0.01,"0.0113","Module_54"
"813","GO:0008270","zinc ion binding",1053,6,2,"0.0130","Module_54"
"814","GO:0051766","inositol trisphosphate kinase activity",7,1,0.01,"0.0132","Module_54"
"815","GO:0003995","acyl-CoA dehydrogenase activity",8,1,0.02,"0.0151","Module_54"
"816","GO:0046912","acyltransferase activity, acyl groups co...",13,1,0.02,"0.0244","Module_54"
"817","GO:0016744","transketolase or transaldolase activity",14,1,0.03,"0.0263","Module_54"
"818","GO:0003735","structural constituent of ribosome",351,3,0.67,"0.0284","Module_54"
"819","GO:0046872","metal ion binding",2419,9,4.59,"0.0316","Module_54"
"820","GO:0043169","cation binding",2432,9,4.62,"0.0326","Module_54"
"821","GO:0016491","oxidoreductase activity",1696,7,3.22,"0.0365","Module_54"
"822","GO:0005198","structural molecule activity",398,3,0.76,"0.0390","Module_54"
"823","GO:0008236","serine-type peptidase activity",183,2,0.35,"0.0470","Module_54"
"824","GO:0017171","serine hydrolase activity",183,2,0.35,"0.0470","Module_54"
"825","GO:0019843","rRNA binding",26,1,0.05,"0.0482","Module_54"
"826","GO:0016538","cyclin-dependent protein serine/threonin...",11,1,0.02,"0.017","Module_55"
"827","GO:0003918","DNA topoisomerase type II (double strand...",12,1,0.02,"0.018","Module_55"
"828","GO:0004129","cytochrome-c oxidase activity",15,1,0.02,"0.023","Module_55"
"829","GO:0016675","oxidoreductase activity, acting on a hem...",15,1,0.02,"0.023","Module_55"
"830","GO:0019207","kinase regulator activity",16,1,0.02,"0.024","Module_55"
"831","GO:0019887","protein kinase regulator activity",16,1,0.02,"0.024","Module_55"
"832","GO:0003916","DNA topoisomerase activity",22,1,0.03,"0.033","Module_55"
"833","GO:0016853","isomerase activity",191,2,0.29,"0.034","Module_55"
"834","GO:0003755","peptidyl-prolyl cis-trans isomerase acti...",32,1,0.05,"0.048","Module_55"
"835","GO:0015453","oxidoreduction-driven active transmembra...",32,1,0.05,"0.048","Module_55"
"836","GO:0016762","xyloglucan:xyloglucosyl transferase acti...",32,1,0.05,"0.048","Module_55"
"837","GO:0016859","cis-trans isomerase activity",32,1,0.05,"0.048","Module_55"
"838","GO:0016747","acyltransferase activity, transferring g...",246,2,0.38,"0.054","Module_55"
"839","GO:0016746","acyltransferase activity",292,2,0.45,"0.073","Module_55"
"840","GO:0003690","double-stranded DNA binding",52,1,0.08,"0.077","Module_55"
"841","GO:0004298","threonine-type endopeptidase activity",20,1,0.02,"0.016","Module_56"
"842","GO:0070003","threonine-type peptidase activity",20,1,0.02,"0.016","Module_56"
"843","GO:0003712","transcription coregulator activity",32,1,0.03,"0.025","Module_56"
"844","GO:0004866","endopeptidase inhibitor activity",43,1,0.03,"0.034","Module_56"
"845","GO:0061135","endopeptidase regulator activity",43,1,0.03,"0.034","Module_56"
"846","GO:0030414","peptidase inhibitor activity",44,1,0.04,"0.034","Module_56"
"847","GO:0061134","peptidase regulator activity",44,1,0.04,"0.034","Module_56"
"848","GO:0016765","transferase activity, transferring alkyl...",68,1,0.05,"0.053","Module_56"
"849","GO:0004674","protein serine/threonine kinase activity",99,1,0.08,"0.076","Module_56"
"850","GO:0004857","enzyme inhibitor activity",156,1,0.12,"0.117","Module_56"
"851","GO:0030234","enzyme regulator activity",218,1,0.17,"0.160","Module_56"
"852","GO:0098772","molecular function regulator activity",232,1,0.18,"0.170","Module_56"
"853","GO:0005509","calcium ion binding",253,1,0.2,"0.184","Module_56"
"854","GO:0008270","zinc ion binding",1053,2,0.84,"0.203","Module_56"
"855","GO:0004175","endopeptidase activity",287,1,0.23,"0.206","Module_56"
"856","GO:0016491","oxidoreductase activity",1696,9,2.28,"0.00019","Module_57"
"857","GO:0010181","FMN binding",52,2,0.07,"0.00221","Module_57"
"858","GO:0003954","NADH dehydrogenase activity",12,1,0.02,"0.01605","Module_57"
"859","GO:0003955","NAD(P)H dehydrogenase (quinone) activity",12,1,0.02,"0.01605","Module_57"
"860","GO:0008137","NADH dehydrogenase (ubiquinone) activity",12,1,0.02,"0.01605","Module_57"
"861","GO:0050136","NADH dehydrogenase (quinone) activity",12,1,0.02,"0.01605","Module_57"
"862","GO:0015399","primary active transmembrane transporter...",148,2,0.2,"0.01674","Module_57"
"863","GO:0016655","oxidoreductase activity, acting on NAD(P...",16,1,0.02,"0.02135","Module_57"
"864","GO:0016887","ATP hydrolysis activity",189,2,0.25,"0.02644","Module_57"
"865","GO:0009055","electron transfer activity",191,2,0.26,"0.02696","Module_57"
"866","GO:0047262","polygalacturonate 4-alpha-galacturonosyl...",21,1,0.03,"0.02793","Module_57"
"867","GO:0005096","GTPase activator activity",29,1,0.04,"0.03837","Module_57"
"868","GO:0015453","oxidoreduction-driven active transmembra...",32,1,0.04,"0.04226","Module_57"
"869","GO:0016651","oxidoreductase activity, acting on NAD(P...",35,1,0.05,"0.04614","Module_57"
"870","GO:0008047","enzyme activator activity",36,1,0.05,"0.04742","Module_57"
"871","GO:0003712","transcription coregulator activity",32,1,0.02,"0.018","Module_58"
"872","GO:0015035","protein-disulfide reductase activity",100,1,0.06,"0.054","Module_58"
"873","GO:0015036","disulfide oxidoreductase activity",100,1,0.06,"0.054","Module_58"
"874","GO:0016667","oxidoreductase activity, acting on a sul...",126,1,0.07,"0.067","Module_58"
"875","GO:0009055","electron transfer activity",191,1,0.11,"0.100","Module_58"
"876","GO:0003735","structural constituent of ribosome",351,1,0.19,"0.178","Module_58"
"877","GO:0005515","protein binding",4340,4,2.39,"0.196","Module_58"
"878","GO:0005198","structural molecule activity",398,1,0.22,"0.199","Module_58"
"879","GO:0016491","oxidoreductase activity",1696,2,0.93,"0.238","Module_58"
"880","GO:0140110","transcription regulator activity",584,1,0.32,"0.280","Module_58"
"881","GO:0008270","zinc ion binding",1053,1,0.58,"0.451","Module_58"
"882","GO:0046914","transition metal ion binding",1574,1,0.87,"0.598","Module_58"
"883","GO:0005488","binding",11256,6,6.2,"0.705","Module_58"
"884","GO:0140096","catalytic activity, acting on a protein",2189,1,1.21,"0.726","Module_58"
"885","GO:0046872","metal ion binding",2419,1,1.33,"0.764","Module_58"
"886","GO:0003993","acid phosphatase activity",37,1,0.02,"0.018","Module_59"
"887","GO:0045735","nutrient reservoir activity",60,1,0.03,"0.029","Module_59"
"888","GO:0004842","ubiquitin-protein transferase activity",119,1,0.06,"0.057","Module_59"
"889","GO:0019787","ubiquitin-like protein transferase activ...",124,1,0.06,"0.059","Module_59"
"890","GO:0016791","phosphatase activity",187,1,0.09,"0.088","Module_59"
"891","GO:0042578","phosphoric ester hydrolase activity",240,1,0.12,"0.112","Module_59"
"892","GO:0003676","nucleic acid binding",2927,3,1.43,"0.159","Module_59"
"893","GO:0003723","RNA binding",361,1,0.18,"0.164","Module_59"
"894","GO:0003677","DNA binding",1874,2,0.92,"0.232","Module_59"
"895","GO:0016788","hydrolase activity, acting on ester bond...",608,1,0.3,"0.262","Module_59"
"896","GO:0005515","protein binding",4340,3,2.13,"0.361","Module_59"
"897","GO:0008270","zinc ion binding",1053,1,0.52,"0.413","Module_59"
"898","GO:0005488","binding",11256,6,5.51,"0.525","Module_59"
"899","GO:0046914","transition metal ion binding",1574,1,0.77,"0.556","Module_59"
"900","GO:0003824","catalytic activity",7792,4,3.82,"0.586","Module_59"
"901","GO:0005525","GTP binding",227,2,0.08,"0.0028","Module_60"
"902","GO:0032561","guanyl ribonucleotide binding",227,2,0.08,"0.0028","Module_60"
"903","GO:0019001","guanyl nucleotide binding",234,2,0.09,"0.0030","Module_60"
"904","GO:0004743","pyruvate kinase activity",13,1,0,"0.0048","Module_60"
"905","GO:0030955","potassium ion binding",15,1,0.01,"0.0055","Module_60"
"906","GO:0031420","alkali metal ion binding",15,1,0.01,"0.0055","Module_60"
"907","GO:0043167","ion binding",5212,5,1.92,"0.0146","Module_60"
"908","GO:0015035","protein-disulfide reductase activity",100,1,0.04,"0.0362","Module_60"
"909","GO:0015036","disulfide oxidoreductase activity",100,1,0.04,"0.0362","Module_60"
"910","GO:0035639","purine ribonucleoside triphosphate bindi...",2342,3,0.86,"0.0420","Module_60"
"911","GO:0000287","magnesium ion binding",121,1,0.04,"0.0436","Module_60"
"912","GO:0016667","oxidoreductase activity, acting on a sul...",126,1,0.05,"0.0454","Module_60"
"913","GO:0032555","purine ribonucleotide binding",2658,3,0.98,"0.0586","Module_60"
"914","GO:0017076","purine nucleotide binding",2672,3,0.98,"0.0594","Module_60"
"915","GO:0032553","ribonucleotide binding",2710,3,1,"0.0616","Module_60"
"916","GO:0003989","acetyl-CoA carboxylase activity",7,1,0.01,"0.0085","Module_61"
"917","GO:0005199","structural constituent of cell wall",7,1,0.01,"0.0085","Module_61"
"918","GO:0005247","voltage-gated chloride channel activity",7,1,0.01,"0.0085","Module_61"
"919","GO:0005254","chloride channel activity",7,1,0.01,"0.0085","Module_61"
"920","GO:0016421","CoA carboxylase activity",7,1,0.01,"0.0085","Module_61"
"921","GO:0016885","ligase activity, forming carbon-carbon b...",7,1,0.01,"0.0085","Module_61"
"922","GO:0015108","chloride transmembrane transporter activ...",8,1,0.01,"0.0098","Module_61"
"923","GO:0004616","phosphogluconate dehydrogenase (decarbox...",12,1,0.01,"0.0146","Module_61"
"924","GO:0005253","anion channel activity",12,1,0.01,"0.0146","Module_61"
"925","GO:0008308","voltage-gated anion channel activity",12,1,0.01,"0.0146","Module_61"
"926","GO:0019207","kinase regulator activity",16,1,0.02,"0.0194","Module_61"
"927","GO:0019887","protein kinase regulator activity",16,1,0.02,"0.0194","Module_61"
"928","GO:0008138","protein tyrosine/serine/threonine phosph...",17,1,0.02,"0.0206","Module_61"
"929","GO:0018024","histone-lysine N-methyltransferase activ...",21,1,0.03,"0.0254","Module_61"
"930","GO:0042054","histone methyltransferase activity",21,1,0.03,"0.0254","Module_61"
"931","GO:0003872","6-phosphofructokinase activity",15,1,0.01,"0.013","Module_62"
"932","GO:0004129","cytochrome-c oxidase activity",15,1,0.01,"0.013","Module_62"
"933","GO:0016675","oxidoreductase activity, acting on a hem...",15,1,0.01,"0.013","Module_62"
"934","GO:0008443","phosphofructokinase activity",17,1,0.01,"0.014","Module_62"
"935","GO:0016671","oxidoreductase activity, acting on a sul...",18,1,0.02,"0.015","Module_62"
"936","GO:0043565","sequence-specific DNA binding",298,2,0.26,"0.026","Module_62"
"937","GO:0015453","oxidoreduction-driven active transmembra...",32,1,0.03,"0.027","Module_62"
"938","GO:0019200","carbohydrate kinase activity",37,1,0.03,"0.031","Module_62"
"939","GO:0051536","iron-sulfur cluster binding",78,1,0.07,"0.065","Module_62"
"940","GO:0051540","metal cluster binding",78,1,0.07,"0.065","Module_62"
"941","GO:0015078","proton transmembrane transporter activit...",86,1,0.07,"0.071","Module_62"
"942","GO:0003700","DNA-binding transcription factor activit...",552,2,0.47,"0.079","Module_62"
"943","GO:0022853","active ion transmembrane transporter act...",106,1,0.09,"0.087","Module_62"
"944","GO:0140110","transcription regulator activity",584,2,0.5,"0.087","Module_62"
"945","GO:0016667","oxidoreductase activity, acting on a sul...",126,1,0.11,"0.103","Module_62"
"946","GO:0050661","NADP binding",60,2,0.05,"0.0012","Module_63"
"947","GO:0015297","antiporter activity",111,2,0.1,"0.0040","Module_63"
"948","GO:0004345","glucose-6-phosphate dehydrogenase activi...",5,1,0,"0.0043","Module_63"
"949","GO:0004420","hydroxymethylglutaryl-CoA reductase (NAD...",5,1,0,"0.0043","Module_63"
"950","GO:0015368","calcium:cation antiporter activity",6,1,0.01,"0.0051","Module_63"
"951","GO:0015369","calcium:proton antiporter activity",6,1,0.01,"0.0051","Module_63"
"952","GO:0016616","oxidoreductase activity, acting on the C...",127,2,0.11,"0.0051","Module_63"
"953","GO:0015291","secondary active transmembrane transport...",147,2,0.13,"0.0068","Module_63"
"954","GO:0051139","metal ion:proton antiporter activity",13,1,0.01,"0.0111","Module_63"
"955","GO:0015491","cation:cation antiporter activity",15,1,0.01,"0.0128","Module_63"
"956","GO:0016614","oxidoreductase activity, acting on CH-OH...",206,2,0.18,"0.0130","Module_63"
"957","GO:0022857","transmembrane transporter activity",657,3,0.56,"0.0169","Module_63"
"958","GO:0015085","calcium ion transmembrane transporter ac...",20,1,0.02,"0.0170","Module_63"
"959","GO:0015171","amino acid transmembrane transporter act...",22,1,0.02,"0.0187","Module_63"
"960","GO:0005342","organic acid transmembrane transporter a...",24,1,0.02,"0.0204","Module_63"
"961","GO:0016491","oxidoreductase activity",1696,2,0.62,"0.12","Module_64"
"962","GO:0003676","nucleic acid binding",2927,2,1.08,"0.29","Module_64"
"963","GO:0005515","protein binding",4340,2,1.59,"0.50","Module_64"
"964","GO:0003677","DNA binding",1874,1,0.69,"0.52","Module_64"
"965","GO:0005524","ATP binding",2116,1,0.78,"0.57","Module_64"
"966","GO:0035639","purine ribonucleoside triphosphate bindi...",2342,1,0.86,"0.61","Module_64"
"967","GO:0032559","adenyl ribonucleotide binding",2432,1,0.89,"0.62","Module_64"
"968","GO:0030554","adenyl nucleotide binding",2436,1,0.9,"0.62","Module_64"
"969","GO:0032555","purine ribonucleotide binding",2658,1,0.98,"0.66","Module_64"
"970","GO:0017076","purine nucleotide binding",2672,1,0.98,"0.66","Module_64"
"971","GO:0032553","ribonucleotide binding",2710,1,1,"0.66","Module_64"
"972","GO:0097367","carbohydrate derivative binding",2736,1,1.01,"0.67","Module_64"
"973","GO:0043168","anion binding",2953,1,1.08,"0.70","Module_64"
"974","GO:0005488","binding",11256,4,4.14,"0.72","Module_64"
"975","GO:0097159","organic cyclic compound binding",6255,2,2.3,"0.74","Module_64"
"976","GO:0016866","intramolecular transferase activity",61,1,0.01,"0.015","Module_65"
"977","GO:0016853","isomerase activity",191,1,0.05,"0.046","Module_65"
"978","GO:0003723","RNA binding",361,1,0.09,"0.086","Module_65"
"979","GO:0004713","protein tyrosine kinase activity",747,1,0.18,"0.171","Module_65"
"980","GO:0008270","zinc ion binding",1053,1,0.26,"0.234","Module_65"
"981","GO:0004672","protein kinase activity",1296,1,0.32,"0.282","Module_65"
"982","GO:0005515","protein binding",4340,2,1.06,"0.289","Module_65"
"983","GO:0016773","phosphotransferase activity, alcohol gro...",1437,1,0.35,"0.308","Module_65"
"984","GO:0016301","kinase activity",1456,1,0.36,"0.312","Module_65"
"985","GO:0046914","transition metal ion binding",1574,1,0.39,"0.333","Module_65"
"986","GO:0016772","transferase activity, transferring phosp...",1654,1,0.41,"0.348","Module_65"
"987","GO:0043167","ion binding",5212,2,1.28,"0.382","Module_65"
"988","GO:0005524","ATP binding",2116,1,0.52,"0.426","Module_65"
"989","GO:0140096","catalytic activity, acting on a protein",2189,1,0.54,"0.438","Module_65"
"990","GO:0035639","purine ribonucleoside triphosphate bindi...",2342,1,0.57,"0.462","Module_65"
"991","GO:0047196","long-chain-alcohol O-fatty-acyltransfera...",5,1,0,"0.0037","Module_66"
"992","GO:0004298","threonine-type endopeptidase activity",20,1,0.01,"0.0146","Module_66"
"993","GO:0070003","threonine-type peptidase activity",20,1,0.01,"0.0146","Module_66"
"994","GO:0008374","O-acyltransferase activity",29,1,0.02,"0.0211","Module_66"
