Feature_1,Feature_2,biore_full,diff_mz,diff_rt,elution,Similarity_score,spearman_cor
X16162_303.0498_6.83_pos ,X8837_165.0574_6.99_pos,,,,,0.985884316,0.651803885
X16162_303.0498_6.83_pos ,X8827_165.0578_6.82_pos,,,,,0.995452299,0.668455134
X1584_545.3300_8.86_pos ,X7729_543.3140_9.90_pos,"""Reduction""",2.016,-1.04,-1,,0.797224792
X1584_545.3300_8.86_pos ,X2413_563.3395_7.46_pos,"""Hydration""",-18.0095,1.4,-1,,0.887018193
X1573_381.1173_6.32_pos ,X6883_351.1062_6.62_pos,"""Methoxylation""",30.0111,-0.3,0,,0.68448967
X1568_525.3618_9.06_pos ,X2909_523.3472_9.90_pos,"""Reduction""",2.0146,-0.84,-1,,0.823250077
X1568_525.3618_9.06_pos ,X7728_541.3581_7.46_pos,"""Oxygenation""",-15.9963,1.6,-1,,0.856675917
X15596_621.3339_7.21_pos ,X9548_359.0786_7.94_pos,,,,,0.792700106,0.776996608
X15596_621.3339_7.21_pos ,X695_441.1761_7.95_pos,,,,,0.761751157,0.687203207
X15596_621.3339_7.21_pos ,X3107_427.1594_7.00_pos,,,,,0.881932461,0.761578785
X15596_621.3339_7.21_pos ,X9018_360.1678_6.68_pos,,,,,0.877664057,0.770582794
X15596_621.3339_7.21_pos ,X7405_703.2801_8.25_pos,,,,,0.686251851,0.695590503
X15596_621.3339_7.21_pos ,X2724_386.1021_6.67_pos,,,,,0.881932461,0.711378353
X15562_538.2850_7.86_pos ,X2163_522.2913_9.90_pos,"""Oxygenation""",15.9937,-2.04,-1,,0.766265803
X1555_475.3257_7.10_pos ,X304_525.2884_6.80_pos,,,,,1,0.732469935
X15280_521.1235_8.63_pos ,X18510_697.1611_5.92_pos,"""Hexuronic acid""",-176.0376,2.71,-1,,0.70693802
X15280_521.1235_8.63_pos ,X16267_269.2227_12.19_pos,,,,,0.678736706,0.698427382
X15280_521.1235_8.63_pos ,X9228_305.2452_10.97_pos,,,,,0.901265367,0.742584027
X15280_521.1235_8.63_pos ,X8818_305.2474_11.22_pos,,,,,0.888599709,0.751341351
X152_465.0845_8.50_pos ,X387_460.1268_9.38_pos,,,,,0.984183903,0.66253469
X152_465.0845_8.50_pos ,X190_165.0629_8.88_pos,,,,,0.993940358,0.706567993
X11087_409.1747_7.74_pos ,X17165_411.1963_7.37_pos,"""Reduction""",-2.0216,0.37,-1,,0.738020352
X15003_433.1620_4.30_pos ,X2118_417.1734_6.58_pos,"""Oxygenation""",15.9886,-2.28,-1,,0.662658033
X149_509.2363_12.23_pos ,X4195_509.2362_10.73_pos,,,,,0.683496649,0.711378353
X149_509.2363_12.23_pos ,X9146_525.2310_9.43_pos,"""Oxygenation""",-15.9947,2.8,-1,,0.88973173
X149_509.2363_12.23_pos ,X557_527.2468_9.74_pos,"""Hydration""",-18.0105,2.49,-1,,0.877767499
X10753_352.1217_7.87_pos ,X15562_538.2850_7.86_pos,,,,,0.709715983,0.73172988
X10753_352.1217_7.87_pos ,X149_509.2363_12.23_pos,,,,,0.716808326,0.685846438
X1482_171.0991_5.56_pos ,X9815_279.0412_10.67_pos,,,,,0.85925164,0.710638298
X1482_171.0991_5.56_pos ,X647_157.0836_3.89_pos,"""Methylation""",14.0155,1.67,1,0.836778593,0.962010484
X1482_171.0991_5.56_pos ,X632_287.1085_5.11_pos,"""Malate""",-116.0094,0.45,-1,,0.797841505
X1482_171.0991_5.56_pos ,X5000_157.0835_3.68_pos,"""Methylation""",14.0156,1.88,1,0.875935485,0.924020968
X1482_171.0991_5.56_pos ,X493_272.2583_11.53_pos,,,,,0.79339132,0.891828554
X1482_171.0991_5.56_pos ,X639_179.0905_6.59_pos,,,,,0.9258129,0.68017268
X1482_171.0991_5.56_pos ,X5322_279.1376_3.86_pos,,,,,0.876106153,0.700400863
X1482_171.0991_5.56_pos ,X361_174.0757_5.21_pos,,,,,0.921240316,0.67684243
X1482_171.0991_5.56_pos ,X3364_233.1145_9.16_pos,,,,,0.90865373,0.73506013
X1482_171.0991_5.56_pos ,X412_146.1170_2.11_pos,,,,,0.731574343,0.663274746
X1482_171.0991_5.56_pos ,X3856_261.1098_11.59_pos,,,,,0.812946741,0.84582177
X1482_171.0991_5.56_pos ,X2447_161.0962_8.06_pos,,,,,0.84498591,0.670798643
X1482_171.0991_5.56_pos ,X2134_205.1435_11.39_pos,,,,,0.825563282,0.677089115
X1482_171.0991_5.56_pos ,X3016_299.1101_10.68_pos,,,,,0.867356497,0.860746223
X1482_171.0991_5.56_pos ,X2773_211.1353_10.18_pos,,,,,0.872973168,0.907123034
X1482_171.0991_5.56_pos ,X1800_255.1567_10.11_pos,,,,,0.874412717,0.794387912
X1482_171.0991_5.56_pos ,X1642_191.1642_10.95_pos,,,,,0.848715264,0.859882825
X1482_171.0991_5.56_pos ,X208_185.1148_7.79_pos,"""Methylation""",-14.0157,-2.23,1,0.896338796,0.93795868
X1482_171.0991_5.56_pos ,X2013_155.1067_9.72_pos,"""Oxygenation""",15.9924,-4.16,-1,0.822238022,0.931791551
X1471_551.1035_7.40_pos ,X5377_457.0747_7.34_pos,,,,,0.956190684,0.652667283
X1426_361.1860_11.07_pos ,X504_377.1784_5.22_pos,"""Oxygenation""",-15.9924,5.85,-1,,0.712488437
X1426_361.1860_11.07_pos ,X647_157.0836_3.89_pos,,,,,0.751378245,0.879000925
X1426_361.1860_11.07_pos ,X840_391.1923_7.32_pos,"""Methoxylation""",-30.0063,3.75,0,,0.734813444
X1426_361.1860_11.07_pos ,X5000_157.0835_3.68_pos,,,,,0.7593282,0.813876041
X1426_361.1860_11.07_pos ,X493_272.2583_11.53_pos,,,,,0.972587787,0.850878816
X1426_361.1860_11.07_pos ,X639_179.0905_6.59_pos,,,,,0.87931902,0.704347826
X1426_361.1860_11.07_pos ,X5322_279.1376_3.86_pos,,,,,0.765941249,0.80191181
X1426_361.1860_11.07_pos ,X3327_181.1226_12.21_pos,,,,,0.839888287,0.68781992
X1426_361.1860_11.07_pos ,X3016_299.1101_10.68_pos,,,,,0.991316308,0.851125501
X1426_361.1860_11.07_pos ,X3856_261.1098_11.59_pos,,,,,0.974399289,0.862226334
X1426_361.1860_11.07_pos ,X3364_233.1145_9.16_pos,,,,,0.93290527,0.781190256
X1426_361.1860_11.07_pos ,X208_185.1148_7.79_pos,,,,,0.754167135,0.848165279
X1426_361.1860_11.07_pos ,X2013_155.1067_9.72_pos,,,,,0.929059445,0.892321924
X1426_361.1860_11.07_pos ,X2773_211.1353_10.18_pos,,,,,0.979871854,0.86777675
X1426_361.1860_11.07_pos ,X2447_161.0962_8.06_pos,,,,,0.711542212,0.678199198
X1426_361.1860_11.07_pos ,X1651_327.0697_2.68_pos,,,,,0.718255103,0.726426149
X1426_361.1860_11.07_pos ,X1642_191.1642_10.95_pos,,,,,0.985884912,0.869256861
X1426_361.1860_11.07_pos ,X1829_249.0625_10.27_pos,,,,,0.966587715,0.678569226
X1426_361.1860_11.07_pos ,X1800_255.1567_10.11_pos,,,,,0.972261613,0.817452976
X1426_361.1860_11.07_pos ,X1482_171.0991_5.56_pos,,,,,0.839914532,0.863336417
X137_373.1827_5.11_pos ,X2219_337.1020_5.10_pos,,,,,0.985178227,0.697563984
X12553_361.1464_5.10_pos ,X8915_319.1359_3.23_pos,"""Acetylation""",42.0105,1.87,0,,0.813999383
X1250_289.1533_9.76_pos ,X2382_405.1657_8.34_pos,"""Malate""",-116.0124,1.42,-1,,0.712118409
X1250_289.1533_9.76_pos ,X1891_405.1657_8.51_pos,"""Malate""",-116.0124,1.25,-1,,0.708171446
X1241_342.2640_9.51_pos ,X1555_475.3257_7.10_pos,,,,,0.961461804,0.960653716
X1241_342.2640_9.51_pos ,X304_525.2884_6.80_pos,,,,,0.961461804,0.809805735
X1237_216.1211_8.03_pos ,X536_202.1082_6.31_pos,"""Methylation""",14.0129,1.72,1,,0.920320691
X1237_216.1211_8.03_pos ,X3364_233.1145_9.16_pos,,,,,0.769271565,0.683502929
X1237_216.1211_8.03_pos ,X639_179.0905_6.59_pos,,,,,0.742581653,0.822510022
X1237_216.1211_8.03_pos ,X361_174.0757_5.21_pos,,,,,0.891916274,0.669071847
X1225_345.1500_4.28_pos ,X935_303.1408_4.57_pos,"""Acetylation""",42.0092,-0.29,0,,0.679555967
X1001_313.0561_4.22_pos ,X4800_297.0631_4.96_pos,"""Oxygenation""",15.993,-0.74,-1,,0.773296331
X10492_533.2020_7.12_pos ,X2019_401.1657_8.26_pos,"""Pentose""",132.0363,-1.14,-1,,0.716435399
X10492_533.2020_7.12_pos ,X9514_619.2090_7.55_pos,,,,,0.850083013,0.879987666
X10492_533.2020_7.12_pos ,X9223_551.2123_6.44_pos,"""Hydration""",-18.0103,0.68,-1,,0.88973173
X11938_411.1988_6.65_pos ,X9005_409.1770_7.87_pos,"""Reduction""",2.0218,-1.22,-1,,0.677952513
X1190_317.1172_3.25_pos ,X594_301.1275_3.83_pos,"""Oxygenation""",15.9897,-0.58,-1,,0.76466235
X1_166.0864_3.24_pos ,X236_180.1026_4.92_pos,"""Methylation""",-14.0162,-1.68,1,,0.912303423
X1_166.0864_3.24_pos ,X357_250.1089_8.38_pos,,,,,0.72259912,0.810545791
X1_166.0864_3.24_pos ,X1308_427.1325_3.24_pos,,,,,0.721098954,0.798951588
X11887_566.1165_5.13_pos ,X6803_580.1358_5.32_pos,"""Methylation""",-14.0193,-0.19,1,,0.815109467
X108_439.1577_5.19_pos ,X908_469.1681_5.71_pos,"""Methoxylation""",-30.0104,-0.52,0,,0.708541474
X1184_839.3345_8.06_pos ,X4851_841.3500_7.43_pos,"""Reduction""",-2.0155,0.63,-1,,0.699537465
X11543_235.0696_6.29_pos ,X639_179.0905_6.59_pos,,,,,0.963969362,0.682392846
X10057_344.1474_9.13_pos ,X9701_476.1955_7.26_pos,"""Pentose""",-132.0481,1.87,-1,,0.817823003
X10057_344.1474_9.13_pos ,X9192_506.2050_7.32_pos,"""Hexose""",-162.0576,1.81,-1,,0.840271354
X10057_344.1474_9.13_pos ,X10618_314.1314_9.11_pos,"""Methoxylation""",30.016,0.02,0,0.972038494,0.757755165
X10320_365.2536_7.36_pos ,X2154_440.2493_6.40_pos,,,,,0.799394508,0.665988282
X10213_465.1044_8.24_pos ,X65_597.1482_6.47_pos,"""Pentose""",-132.0438,1.77,-1,,0.693246994
X10213_465.1044_8.24_pos ,X4821_627.1560_6.07_pos,"""Hexose""",-162.0516,2.17,-1,,0.669071847
X10213_465.1044_8.24_pos ,X4583_303.0499_9.51_pos,"""Hexose""",162.0545,-1.27,-1,,0.783163737
X10213_465.1044_8.24_pos ,X9368_656.1609_6.68_pos,,,,,0.784751527,0.706814678
X10117_345.2240_7.47_pos ,X9548_359.0786_7.94_pos,,,,,0.838517107,0.712611779
X10117_345.2240_7.47_pos ,X9252_439.0852_7.20_pos,,,,,0.67872659,0.725316065
X10117_345.2240_7.47_pos ,X2346_561.1946_6.26_pos,,,,,0.932951179,0.654640765
X10117_345.2240_7.47_pos ,X17956_633.3080_7.42_pos,,,,,0.932951179,0.667221708
X10117_345.2240_7.47_pos ,X9018_360.1678_6.68_pos,,,,,0.928479848,0.693370336
X10117_345.2240_7.47_pos ,X2857_373.1796_6.29_pos,,,,,0.848331318,0.669565217
X10081_285.1625_8.31_pos ,X9561_285.1605_9.33_pos,,,,,0.888527425,0.735183472
X10081_285.1625_8.31_pos ,X5994_180.0937_5.26_pos,,,,,0.72713238,0.652913969
X10054_839.3672_11.12_pos ,X6835_175.1472_10.88_pos,,,,,0.966654047,0.677089115
X43_325.0637_5.41_neg ,X824_337.1506_5.45_neg,,,,,0.983308438,0.724699352
X43_325.0637_5.41_neg ,X6_373.2455_5.40_pos,,,,,,
X416_449.2026_6.96_neg ,X594_431.0982_8.67_neg,,,,,0.989007176,0.806722171
X416_449.2026_6.96_neg ,X5_431.0983_6.96_neg,,,,,0.988106136,0.763305581
X4064_233.0453_6.28_neg ,X11543_235.0696_6.29_pos,,,,,,
X4129_775.2410_6.98_neg ,X8072_667.0001_5.97_neg,,,,,0.84921774,0.753314832
X4129_775.2410_6.98_neg ,X1638_497.1995_6.99_pos,,,,,,
X411_459.2581_9.90_neg ,X891_441.2464_10.91_neg,"""Hydration""",18.0117,-1.01,-1,,0.810175763
X411_459.2581_9.90_neg ,X2163_522.2913_9.90_pos,,,,,,
X396_679.2827_8.50_neg ,X713_747.3458_11.04_neg,"""Isoprenylation""",-68.0631,-2.54,1,,0.874067222
X396_679.2827_8.50_neg ,X605_661.2727_10.69_neg,"""Hydration""",18.01,-2.19,-1,,0.906876349
X394_294.0622_4.65_neg ,X849_308.0787_5.78_neg,"""Methylation""",-14.0165,-1.13,1,,0.685106383
X394_294.0622_4.65_neg ,X853_308.0786_5.48_neg,"""Methylation""",-14.0164,-0.83,1,,0.68880666
X394_294.0622_4.65_neg ,X2477_296.0753_4.65_pos,,,,,,
X397_395.1923_5.11_neg ,X137_373.1827_5.11_pos,,,,,,
X2168_445.2402_10.15_neg ,X75_463.2554_8.49_neg,"""Hydration""",-18.0152,1.66,-1,,0.6839963
X2168_445.2402_10.15_neg ,X9624_423.2343_10.15_pos,,,,,,
X391_218.1030_3.69_neg ,X88_325.0930_5.10_neg,,,,,0.702051834,0.68831329
X3840_621.2199_9.38_neg ,X9586_355.1504_9.39_pos,,,,,,
X3854_499.2551_11.69_neg ,X875_359.1000_6.16_neg,,,,,0.745212138,0.791921061
X3854_499.2551_11.69_neg ,X453_501.2603_12.76_neg,,,,,0.751819796,0.721492445
X3854_499.2551_11.69_neg ,X434_457.2397_9.28_neg,"""Acetylation""",42.0154,2.41,0,,0.730989824
X3782_621.2190_8.25_neg ,X3854_499.2551_11.69_neg,,,,,0.675008156,0.719395621
X3782_621.2190_8.25_neg ,X2019_401.1657_8.26_pos,,,,,,
X365_310.0934_4.33_neg ,X581_352.1039_5.48_neg,"""Acetylation""",-42.0105,-1.15,0,,0.901449275
X371_477.2324_6.42_neg ,X548_435.2200_5.27_neg,"""Acetylation""",42.0124,1.15,0,,0.748011101
X371_477.2324_6.42_neg ,X2701_499.2155_6.42_pos,,,,,,
X370_403.1147_7.64_neg ,X6904_471.1928_8.83_neg,,,,,0.7213563,0.691273512
X370_403.1147_7.64_neg ,X1543_251.1306_7.61_pos,,,,,,
X1254_380.0394_4.33_neg ,X365_310.0934_4.33_neg,,,,,0.736799702,0.748874499
X1254_380.0394_4.33_neg ,X1564_366.0256_3.13_neg,"""Methylation""",14.0138,1.2,1,,0.758741906
X1254_380.0394_4.33_neg ,X17158_259.1145_4.33_pos,,,,,,
X3631_307.1397_5.77_neg ,X532_293.1243_4.98_neg,"""Methylation""",14.0154,0.79,1,,0.705087882
X3631_307.1397_5.77_neg ,X884_215.1284_10.69_neg,,,,,0.678295714,0.782176997
X356_475.2461_7.86_neg ,X891_441.2464_10.91_neg,,,,,0.735279719,0.767005859
X356_475.2461_7.86_neg ,X520_445.2412_12.02_neg,"""Methoxylation""",30.0049,-4.16,0,,0.787357385
X356_475.2461_7.86_neg ,X411_459.2581_9.90_neg,"""Oxygenation""",15.988,-2.04,-1,,0.726426149
X356_475.2461_7.86_neg ,X434_457.2397_9.28_neg,"""Hydration""",18.0064,-1.42,-1,,0.869010176
X356_475.2461_7.86_neg ,X15562_538.2850_7.86_pos,,,,,,
X3579_445.1670_6.72_neg ,X35_423.1229_6.67_pos,,,,,,
X14767_603.3005_8.67_neg ,X434_457.2397_9.28_neg,"""Deoxyhexose""",146.0608,-0.61,-1,,0.789947579
X14767_603.3005_8.67_neg ,X277_587.3072_10.75_neg,"""Oxygenation""",15.9933,-2.08,-1,,0.887141536
X342_439.1824_6.58_neg ,X545_423.1875_6.69_neg,"""Oxygenation""",15.9949,-0.11,-1,,0.68066605
X342_439.1824_6.58_neg ,X2118_417.1734_6.58_pos,,,,,,
X3328_695.1474_6.56_neg ,X84_533.0939_8.09_neg,"""Hexose""",162.0535,-1.53,-1,0.788747133,0.903916127
X3328_695.1474_6.56_neg ,X12176_697.1606_6.56_pos,,,,,,
X338_621.1249_5.11_neg ,X836_594.1105_5.07_neg,,,,,0.971422786,0.939192106
X338_621.1249_5.11_neg ,X11887_566.1165_5.13_pos,,,,,,
X3266_587.2327_7.59_neg ,X946_571.2379_9.06_neg,"""Oxygenation""",15.9948,-1.47,-1,,0.784397163
X3266_587.2327_7.59_neg ,X1533_543.2378_7.58_pos,,,,,,
X1092_837.3210_7.60_neg ,X981_839.3361_7.43_neg,"""Reduction""",-2.0151,0.17,-1,,0.746407647
X1092_837.3210_7.60_neg ,X2711_675.2689_8.35_neg,"""Hexose""",162.0521,-0.75,-1,,0.672278754
X1092_837.3210_7.60_neg ,X1484_839.3344_7.60_pos,,,,,,
X3225_407.2652_10.98_neg ,X3938_345.2627_10.98_pos,,,,,,
X3168_401.2176_9.27_neg ,X434_457.2397_9.28_neg,,,,,0.968219068,0.762195498
X3168_401.2176_9.27_neg ,X983_367.1402_9.28_neg,,,,,1,0.702251002
X3168_401.2176_9.27_neg ,X9540_221.0641_9.28_neg,,,,,0.912746387,0.724822695
X3168_401.2176_9.27_neg ,X2249_469.2057_9.26_pos,,,,,,
X1576_519.0781_9.28_neg ,X930_477.0713_6.32_neg,"""Acetylation""",42.0068,2.96,0,,0.758988591
X1121_755.4080_10.34_neg ,X4254_771.4013_9.24_neg,"""Oxygenation""",-15.9933,1.1,-1,,0.670058588
X315_326.1020_7.73_neg ,X383_326.0981_7.32_neg,,,,,0.728052355,0.719025594
X315_326.1020_7.73_neg ,X4199_449.1084_7.68_pos,,,,,,
X3164_475.2470_8.28_neg ,X434_457.2397_9.28_neg,"""Hydration""",18.0073,-1,-1,,0.660684551
X3164_475.2470_8.28_neg ,X520_445.2412_12.02_neg,"""Methoxylation""",30.0058,-3.74,0,,0.665741597
X3164_475.2470_8.28_neg ,X1708_543.2390_8.28_pos,,,,,,
X3151_594.1138_5.01_neg ,X338_621.1249_5.11_neg,,,,,0.937186319,0.805982115
X3151_594.1138_5.01_neg ,X836_594.1105_5.07_neg,,,,,0.975157857,0.830773975
X3151_594.1138_5.01_neg ,X8969_637.1527_5.02_pos,,,,,,
X31_387.1664_5.70_neg ,X810_225.1133_6.36_neg,"""Hexose""",162.0531,-0.66,-1,,0.71076164
X31_387.1664_5.70_neg ,X25_227.1291_5.70_pos,,,,,,
X3129_395.1917_4.95_neg ,X397_395.1923_5.11_neg,,,,,0.71748834,0.836077706
X3048_465.2698_9.46_neg ,X446_475.2198_10.87_neg,,,,,0.77039226,0.695837188
X3045_485.2393_11.56_neg ,X520_445.2412_12.02_neg,,,,,0.921558737,0.66968856
X3045_485.2393_11.56_neg ,X3782_621.2190_8.25_neg,,,,,0.683316835,0.734566759
X3045_485.2393_11.56_neg ,X446_475.2198_10.87_neg,,,,,0.910722169,0.729016343
X3045_485.2393_11.56_neg ,X3854_499.2551_11.69_neg,"""Methylation""",-14.0158,-0.13,1,0.990352841,0.686586494
X307_685.2353_5.95_neg ,X8072_667.0001_5.97_neg,,,,,0.995483775,0.757631822
X307_685.2353_5.95_neg ,X4129_775.2410_6.98_neg,,,,,0.851444347,0.70595128
X3004_173.0811_7.55_neg ,X3549_447.2099_3.71_neg,,,,,0.73360712,0.685723096
X3004_173.0811_7.55_neg ,X884_215.1284_10.69_neg,,,,,0.927103905,0.787357385
X3004_173.0811_7.55_neg ,X3631_307.1397_5.77_neg,,,,,0.680365072,0.77181622
X2956_429.2132_12.77_neg ,X4595_459.2245_10.37_neg,"""Methoxylation""",-30.0113,2.4,0,,0.696947271
X2956_429.2132_12.77_neg ,X3004_173.0811_7.55_neg,,,,,0.855818221,0.819179772
X2956_429.2132_12.77_neg ,X884_215.1284_10.69_neg,,,,,0.83908113,0.958186864
X2956_429.2132_12.77_neg ,X8133_146.9384_8.02_neg,,,,,0.791978595,0.682146161
X2944_661.2715_11.37_neg ,X396_679.2827_8.50_neg,"""Hydration""",-18.0112,2.87,-1,,0.759851989
X2944_661.2715_11.37_neg ,X304_729.3352_12.90_neg,"""Isoprenylation""",-68.0637,-1.53,1,,0.664261486
X2924_471.0895_10.20_neg ,X7220_471.0867_10.48_neg,,,,,0.987155142,0.661794635
X289_389.1824_9.29_neg ,X3115_408.2227_9.29_pos,,,,,,
X146_355.0984_5.50_neg ,X88_325.0930_5.10_neg,"""Methoxylation""",30.0054,0.4,0,,0.674252236
X146_355.0984_5.50_neg ,X4287_410.0295_5.50_pos,,,,,,
X29_579.1360_7.01_neg ,X396_581.1565_7.02_pos,,,,,,
X2823_653.1745_7.80_neg ,X888_491.1441_6.12_neg,"""Caffeate""",162.0304,1.68,1,,0.784397163
X277_587.3072_10.75_neg ,X545_423.1875_6.69_neg,,,,,0.669692386,0.716312057
X277_587.3072_10.75_neg ,X8976_611.3042_10.75_pos,,,,,,
X1330_501.1072_9.10_neg ,X14316_485.1081_11.53_neg,"""Oxygenation""",15.9991,-2.43,-1,,0.650693802
X1330_501.1072_9.10_neg ,X4010_471.0937_8.80_neg,"""Methoxylation""",30.0135,0.3,0,0.650271889,0.847425224
X1330_501.1072_9.10_neg ,X757_471.0902_9.21_neg,"""Methoxylation""",30.017,-0.11,0,,0.846191798
X2836_317.0629_8.40_neg ,X723_287.0559_8.23_neg,"""Methoxylation""",30.007,0.17,0,,0.84249152
X2711_675.2689_8.35_neg ,X6586_695.2919_8.34_pos,,,,,,
X266_559.2759_12.23_neg ,X451_575.2719_8.86_neg,"""Oxygenation""",-15.996,3.37,-1,,0.835831021
X266_559.2759_12.23_neg ,X6027_583.2737_12.23_pos,,,,,,
X1357_559.2760_12.47_neg ,X451_575.2719_8.86_neg,"""Oxygenation""",-15.9959,3.61,-1,,0.902806044
X1357_559.2760_12.47_neg ,X266_559.2759_12.23_neg,,,,,0.931843132,0.772679618
X1357_559.2760_12.47_neg ,X220_491.2139_8.87_neg,"""Isoprenylation""",68.0621,3.6,1,,0.850508788
X1357_559.2760_12.47_neg ,X1832_575.2711_10.38_neg,"""Oxygenation""",-15.9951,2.09,-1,,0.863089732
X2689_487.2498_9.56_neg ,X453_501.2603_12.76_neg,"""Methylation""",-14.0105,-3.2,1,,0.672032069
X267_349.1827_5.36_neg ,X414_391.1963_6.44_neg,"""Acetylation""",-42.0136,-1.08,0,,0.887141536
X267_349.1827_5.36_neg ,X2670_333.1899_5.35_pos,,,,,,
X2554_193.0862_12.32_neg ,X3004_173.0811_7.55_neg,,,,,0.87504731,0.828060438
X2554_193.0862_12.32_neg ,X884_215.1284_10.69_neg,,,,,0.858048927,0.960407031
X2554_193.0862_12.32_neg ,X2956_429.2132_12.77_neg,,,,,0.916056709,0.955473327
X2554_193.0862_12.32_neg ,X8133_146.9384_8.02_neg,,,,,0.820012229,0.677582485
X2554_193.0862_12.32_neg ,X163_158.1540_12.30_pos,,,,,,
X252_315.0724_4.35_neg ,X72_331.0665_3.24_neg,"""Oxygenation""",-15.9941,1.11,-1,,0.817699661
X252_315.0724_4.35_neg ,X39_299.0774_4.73_neg,"""Oxygenation""",15.995,-0.38,-1,,0.736910268
X247_677.2832_8.56_neg ,X4032_707.2893_8.67_neg,"""Methoxylation""",-30.0061,-0.11,0,,0.810299106
X247_677.2832_8.56_neg ,X981_839.3361_7.43_neg,"""Hexose""",-162.0529,1.13,-1,,0.686216466
X247_677.2832_8.56_neg ,X845_679.2976_8.56_pos,,,,,,
X1817_269.0484_10.57_neg ,X2213_271.0617_10.47_neg,"""Reduction""",-2.0133,0.1,-1,,0.710514955
X1817_269.0484_10.57_neg ,X2058_267.0273_10.66_neg,"""Reduction""",2.0211,-0.09,-1,,0.685599753
X2462_455.0988_11.27_neg ,X757_471.0902_9.21_neg,"""Oxygenation""",-15.9914,2.06,-1,,0.764539007
X2462_455.0988_11.27_neg ,X563_309.0685_6.55_neg,"""Coumarate""",146.0303,4.72,1,,0.65205057
X2462_455.0988_11.27_neg ,X4010_471.0937_8.80_neg,"""Oxygenation""",-15.9949,2.47,-1,,0.651680543
X14316_485.1081_11.53_neg ,X7220_471.0867_10.48_neg,"""Methylation""",14.0214,1.05,1,,0.8128893
X14316_485.1081_11.53_neg ,X2462_455.0988_11.27_neg,"""Methoxylation""",30.0093,0.26,0,0.971676335,0.884181314
X14316_485.1081_11.53_neg ,X757_471.0902_9.21_neg,"""Methylation""",14.0179,2.32,1,,0.781806969
X14316_485.1081_11.53_neg ,X4010_471.0937_8.80_neg,"""Methylation""",14.0144,2.73,1,,0.659451126
X14316_485.1081_11.53_neg ,X2342_471.0881_10.38_neg,"""Methylation""",14.02,1.15,1,,0.807832254
X2401_337.1871_10.17_neg ,X349_469.2292_9.27_neg,"""Pentose""",-132.0421,0.9,-1,,0.887388221
X2401_337.1871_10.17_neg ,X2773_211.1353_10.18_pos,,,,,,
X24_315.0725_3.60_neg ,X72_331.0665_3.24_neg,"""Oxygenation""",-15.994,0.36,-1,,0.79426457
X24_315.0725_3.60_neg ,X39_299.0774_4.73_neg,"""Oxygenation""",15.9951,-1.13,-1,,0.846438483
X2416_201.1218_3.55_neg ,X585_215.1337_5.13_neg,"""Methylation""",-14.0119,-1.58,1,,0.925254394
X2359_536.2041_9.16_neg ,X2711_675.2689_8.35_neg,,,,,0.848368577,0.779340117
X2359_536.2041_9.16_neg ,X4032_707.2893_8.67_neg,,,,,0.654817864,0.863583102
X1614_371.1253_9.03_neg ,X164_373.1424_7.63_neg,"""Reduction""",-2.0171,1.4,-1,,0.826827012
X2342_471.0881_10.38_neg ,X245_487.0884_9.61_neg,"""Oxygenation""",-16.0003,0.77,-1,,0.862473019
X2342_471.0881_10.38_neg ,X2462_455.0988_11.27_neg,"""Oxygenation""",15.9893,-0.89,-1,,0.703484428
X229_644.0086_4.96_neg ,X88_325.0930_5.10_neg,,,,,0.855128769,0.770952821
X229_644.0086_4.96_neg ,X593_635.0634_4.96_neg,,,,,1,0.91218008
X229_644.0086_4.96_neg ,X4800_297.0631_4.96_pos,,,,,,
X2280_594.1561_4.09_neg ,X4064_233.0453_6.28_neg,,,,,0.677040315,0.8689753
X2280_594.1561_4.09_neg ,X9498_368.0944_4.07_pos,,,,,,
X225_549.0887_7.40_neg ,X1471_551.1035_7.40_pos,,,,,,
X222_519.1873_7.61_neg ,X309_565.1927_7.61_neg,,,,,1,0.7355535
X222_519.1873_7.61_neg ,X815_543.1841_7.61_pos,,,,,,
X2213_271.0617_10.47_neg ,X723_287.0559_8.23_neg,"""Oxygenation""",-15.9942,2.24,-1,,0.888498304
X2213_271.0617_10.47_neg ,X9338_499.2535_10.49_pos,,,,,,
X2189_359.1207_3.63_neg ,X3480_343.1261_3.40_neg,,,,,0.883636034,0.738267037
X2194_663.2889_8.21_neg ,X520_445.2412_12.02_neg,,,,,0.732206767,0.730619796
X2194_663.2889_8.21_neg ,X3782_621.2190_8.25_neg,,,,,0.866581238,0.676472402
X2194_663.2889_8.21_neg ,X2447_731.3502_10.57_neg,"""Isoprenylation""",-68.0613,-2.36,1,,0.72408264
X2194_663.2889_8.21_neg ,X3045_485.2393_11.56_neg,,,,,0.787702765,0.742460685
X2187_651.0872_5.68_neg ,X710_535.0735_9.20_neg,"""Malate""",116.0137,-3.52,-1,,0.851618871
X2204_501.3051_11.04_neg ,X954_543.3164_11.22_neg,"""Acetylation""",-42.0113,-0.18,0,,0.893678693
X2204_501.3051_11.04_neg ,X1913_525.3036_11.04_pos,,,,,,
X2198_471.1479_6.39_neg ,X359_403.1610_6.39_neg,,,,,1,0.753314832
X2159_371.1323_6.28_neg ,X370_403.1147_7.64_neg,,,,,0.701810538,0.693987049
X217_483.2170_8.58_neg ,X7538_461.2056_8.58_pos,,,,,,
